CreditScore,Savings,LoanRequested,City,Decision
498,62782,307704,Wilmington,0
774,54747,282045,Wilmington,0
404,28416,266237,Wilmington,0
758,60765,229554,Wilmington,1
475,54332,303189,Wilmington,0
625,30261,471670,Wilmington,0
668,23236,306811,Wilmington,0
400,30115,344231,Wilmington,0
717,72847,288368,Wilmington,1
663,72471,267172,Newark,1
346,54405,411920,Wilmington,0
712,29925,403348,Newark,0
614,39464,391829,Newark,0
463,41173,306061,Wilmington,0
364,73728,297137,Wilmington,0
542,8276,284700,Wilmington,0
636,43610,378427,Newark,0
746,48727,206716,Newark,0
843,19853,300390,Wilmington,0
433,35225,328271,Wilmington,0
411,59512,268051,Wilmington,0
667,57192,373173,Wilmington,0
565,56893,379823,Wilmington,0
648,19895,184631,Newark,0
728,96413,525007,Wilmington,0
671,16933,392114,Wilmington,0
630,47243,524027,Newark,0
316,57256,260211,Wilmington,0
508,45206,392777,Wilmington,0
754,10478,187123,Wilmington,0
509,47220,334418,Newark,0
609,43931,141107,Newark,1
678,76408,292730,Wilmington,1
847,54187,267681,Wilmington,0
610,33781,216368,Newark,0
541,41667,385963,Wilmington,0
589,54324,195222,Wilmington,0
749,69468,281626,Newark,0
598,45797,461352,Wilmington,0
524,21017,321129,Wilmington,0
357,7822,412893,Wilmington,0
787,71003,288273,Newark,0
437,34485,371958,Wilmington,0
771,65556,326219,Newark,0
733,32162,320290,Wilmington,0
386,32421,232331,Wilmington,0
788,79039,339755,Wilmington,0
760,58563,190410,Wilmington,1
693,64441,182143,Wilmington,1
344,55909,381095,Wilmington,0
594,18618,363693,Wilmington,0
444,52527,173421,Wilmington,0
579,104950,335503,Wilmington,0
537,-1160,259545,Wilmington,0
717,46326,325426,Newark,0
525,10675,254026,Wilmington,0
409,3113,375212,Wilmington,0
675,53591,262983,Newark,0
475,84496,326052,Wilmington,0
563,36993,484960,Wilmington,0
456,61160,130263,Wilmington,0
507,70672,261329,Newark,0
387,17975,271307,Wilmington,0
361,38816,327862,Wilmington,0
731,29315,283328,Wilmington,0
651,66742,165899,Wilmington,1
490,57921,261223,Wilmington,0
674,43339,366787,Wilmington,0
573,26992,32023,Wilmington,1
627,68855,198314,Wilmington,0
400,47052,128772,Wilmington,0
819,41119,241487,Wilmington,0
764,51741,178803,Wilmington,1
467,62525,318815,Wilmington,0
400,49097,448924,Wilmington,0
361,29561,323128,Wilmington,0
663,62680,197065,Wilmington,1
472,31087,463599,Wilmington,0
750,27446,328972,Newark,0
541,115080,310320,Wilmington,0
416,74635,398670,Wilmington,0
543,48400,358012,Newark,0
679,17141,369198,Wilmington,0
844,61197,131599,Wilmington,1
389,37105,328345,Wilmington,0
643,80584,248062,Wilmington,0
435,32070,346402,Wilmington,0
722,34558,511705,Wilmington,0
457,70452,353956,Wilmington,0
517,56138,342544,Wilmington,0
451,33885,271699,Wilmington,0
508,46961,426261,Wilmington,0
586,18321,122072,Wilmington,0
536,33014,376789,Wilmington,0
541,52873,222241,Wilmington,0
489,68387,484110,Wilmington,0
775,51979,284233,Wilmington,0
540,48929,461508,Newark,0
797,43962,486822,Wilmington,0
683,37214,96930,Wilmington,1
436,6221,331642,Wilmington,0
501,41349,327568,Wilmington,0
821,39790,231205,Wilmington,0
713,41831,161575,Wilmington,1
318,15953,388741,Wilmington,0
402,42897,290849,Wilmington,0
661,38758,369152,Newark,0
731,2888,220337,Wilmington,0
531,70560,390726,Wilmington,0
644,65662,380458,Wilmington,0
692,29460,263175,Wilmington,0
643,14367,428474,Wilmington,0
679,89022,194489,Wilmington,1
366,64837,91130,Wilmington,0
339,17927,212870,Wilmington,0
779,73213,440507,Wilmington,0
495,40038,319281,Newark,0
472,69289,292805,Wilmington,0
689,32051,367431,Wilmington,0
491,61481,358854,Wilmington,0
379,24094,137498,Wilmington,0
802,74064,305873,Wilmington,0
814,53162,375243,Wilmington,0
347,46468,143742,Newark,0
428,64027,217647,Wilmington,0
353,72095,117463,Wilmington,0
385,65695,388649,Wilmington,0
435,44848,436848,Wilmington,0
808,65289,137382,Wilmington,1
676,62459,190967,Wilmington,1
847,21739,224049,Wilmington,0
538,32309,425282,Newark,0
686,52042,296956,Wilmington,0
378,71648,299526,Wilmington,0
453,65069,385833,Wilmington,0
770,68866,370518,Newark,0
399,76066,314067,Wilmington,0
600,40414,340891,Newark,0
386,41491,419571,Wilmington,0
717,48825,421780,Wilmington,0
439,48183,205402,Wilmington,0
821,51011,240436,Wilmington,0
317,33978,419139,Wilmington,0
671,68821,270929,Wilmington,1
465,42097,292637,Wilmington,0
395,49217,209599,Newark,0
617,31506,392532,Newark,0
575,43844,234978,Newark,0
382,27564,379304,Newark,0
585,32776,271218,Newark,0
706,85084,344077,Wilmington,0
606,55560,184018,Wilmington,0
326,44031,338162,Newark,0
812,56185,229137,Newark,0
557,77393,471354,Wilmington,0
349,15599,282878,Newark,0
438,32457,242713,Newark,0
704,46325,304424,Newark,0
301,54938,294023,Wilmington,0
508,57285,257055,Newark,0
701,69095,428103,Wilmington,0
494,38916,252182,Wilmington,0
364,38459,234774,Wilmington,0
452,85033,184698,Wilmington,0
611,55406,328145,Wilmington,0
668,40968,299436,Wilmington,0
397,35332,352852,Wilmington,0
528,62498,199032,Newark,0
358,27563,115540,Wilmington,0
332,71147,150807,Newark,0
350,39195,299943,Wilmington,0
321,30647,225419,Wilmington,0
651,34600,240962,Wilmington,0
551,68722,449791,Wilmington,0
487,70153,312711,Wilmington,0
716,66332,119440,Wilmington,1
809,38800,426685,Wilmington,0
542,31589,183455,Newark,0
421,47000,387563,Wilmington,0
699,32836,456998,Wilmington,0
335,56712,403024,Wilmington,0
805,75383,276008,Wilmington,1
541,6280,259237,Newark,0
344,39159,445421,Wilmington,0
380,49918,291575,Wilmington,0
714,73472,240156,Wilmington,1
705,57573,196038,Wilmington,1
633,31075,133336,Wilmington,0
748,34706,411566,Wilmington,0
726,9609,265605,Wilmington,0
392,55070,156712,Wilmington,0
823,76395,359745,Newark,0
455,63002,433253,Wilmington,0
790,71707,300242,Newark,0
317,80140,357266,Wilmington,0
488,34113,385988,Wilmington,0
720,32156,219365,Newark,0
374,46401,170381,Newark,0
815,92717,212983,Wilmington,1
498,82524,285250,Newark,0
321,51752,234656,Wilmington,0
387,45571,287710,Newark,0
728,70947,155654,Wilmington,1
781,47304,333383,Newark,0
496,48351,349963,Wilmington,0
492,64282,419388,Wilmington,0
647,82447,187792,Wilmington,0
405,51746,347301,Wilmington,0
808,98616,156965,Wilmington,1
422,30275,245122,Wilmington,0
691,75711,317646,Wilmington,0
739,62304,371851,Wilmington,0
770,42365,413353,Newark,0
532,22207,322690,Wilmington,0
670,58641,415904,Newark,0
455,67689,420211,Wilmington,0
662,12077,253638,Newark,0
678,63959,234399,Wilmington,1
620,31906,477474,Wilmington,0
690,48121,369408,Wilmington,0
636,57030,214023,Wilmington,0
725,55135,434641,Newark,0
651,53669,416954,Wilmington,0
655,77730,270200,Wilmington,1
385,55692,243514,Wilmington,0
454,61555,233233,Wilmington,0
649,34254,325451,Wilmington,0
662,49962,220262,Wilmington,0
322,48471,314990,Newark,0
325,50621,298135,Wilmington,0
475,44035,228831,Wilmington,0
757,100296,375069,Wilmington,1
670,37165,265418,Wilmington,0
348,53315,288758,Wilmington,0
643,29991,257116,Wilmington,0
332,41031,270133,Newark,0
318,49182,137735,Newark,0
405,55323,411337,Wilmington,0
411,49016,188986,Wilmington,0
336,69785,414719,Newark,0
691,45957,437598,Newark,0
374,49291,380499,Wilmington,0
392,30521,277573,Newark,0
782,91868,274019,Wilmington,1
582,42925,278627,Wilmington,0
549,49211,266460,Wilmington,0
332,75284,384450,Newark,0
451,59770,382136,Newark,0
479,54801,268387,Wilmington,0
367,18292,417323,Wilmington,0
327,48530,212073,Wilmington,0
690,43402,293285,Wilmington,0
523,46555,317709,Newark,0
522,117563,110380,Wilmington,1
496,77036,353732,Wilmington,0
558,61786,280745,Newark,0
363,24928,356822,Wilmington,0
524,51272,217943,Wilmington,0
464,98037,274763,Newark,0
625,55447,249407,Wilmington,0
708,13591,292640,Wilmington,0
848,61084,390565,Wilmington,0
551,64534,400709,Wilmington,0
673,45237,38722,Wilmington,1
846,32951,348072,Wilmington,0
522,18723,396029,Newark,0
450,21034,312907,Wilmington,0
555,80415,68721,Newark,1
320,54155,383916,Wilmington,0
716,14480,275315,Wilmington,0
731,53438,283517,Newark,0
625,62498,455923,Newark,0
819,13071,200039,Wilmington,0
326,28592,509615,Newark,0
842,48956,298529,Wilmington,0
830,82312,138925,Newark,1
716,40620,387749,Newark,0
333,65097,301220,Wilmington,0
487,66752,290114,Wilmington,0
490,73069,204255,Wilmington,0
426,86578,462332,Wilmington,0
720,70647,192553,Wilmington,1
817,77196,367949,Wilmington,0
453,67134,368605,Wilmington,0
363,15958,268231,Wilmington,0
693,25892,351939,Wilmington,0
807,75257,356253,Wilmington,0
590,50874,445928,Wilmington,0
787,53809,233379,Newark,0
487,31909,303634,Wilmington,0
349,52652,227059,Wilmington,0
576,102556,196834,Wilmington,0
807,43282,434512,Wilmington,0
410,43052,318403,Wilmington,0
833,74223,368330,Wilmington,0
827,28167,361220,Wilmington,0
832,43800,150730,Wilmington,1
802,46571,448620,Wilmington,0
598,68521,532969,Wilmington,0
332,48397,375100,Newark,0
445,55971,266291,Wilmington,0
600,32621,158110,Wilmington,0
530,56237,214252,Newark,0
484,51725,277576,Newark,0
731,21377,332770,Wilmington,0
446,23470,246788,Newark,0
847,79290,363859,Newark,0
716,44239,432430,Wilmington,0
556,-564,393889,Wilmington,0
837,58247,242671,Wilmington,0
530,19963,348259,Wilmington,0
733,37116,256572,Wilmington,0
700,28169,327323,Wilmington,0
384,45960,451404,Newark,0
802,26002,287319,Wilmington,0
351,53875,534770,Wilmington,0
634,49821,274113,Wilmington,0
656,33762,351684,Wilmington,0
713,48106,335351,Wilmington,0
426,33177,209157,Wilmington,0
636,60877,159645,Wilmington,0
403,49430,283206,Wilmington,0
570,33155,211818,Wilmington,0
404,11645,352338,Wilmington,0
424,40028,292573,Wilmington,0
686,28191,32885,Wilmington,1
320,18068,438417,Wilmington,0
342,31677,307905,Wilmington,0
662,73153,376547,Wilmington,0
496,65135,205256,Wilmington,0
556,40250,141951,Wilmington,0
351,80205,253266,Newark,0
456,55931,331047,Wilmington,0
362,62423,320800,Newark,0
397,49657,332231,Newark,0
582,49406,146878,Wilmington,0
387,52633,255697,Wilmington,0
659,34046,212774,Wilmington,0
825,20812,156733,Wilmington,0
329,39794,355589,Newark,0
505,30249,451576,Wilmington,0
594,63258,363352,Newark,0
327,45924,273564,Wilmington,0
770,37287,266393,Wilmington,0
359,78875,360005,Newark,0
756,19142,310732,Wilmington,0
457,83458,405750,Wilmington,0
676,51669,267667,Wilmington,0
449,61268,302710,Wilmington,0
793,87278,347677,Wilmington,1
772,8206,5552,Wilmington,1
589,49684,395981,Newark,0
384,35084,402830,Wilmington,0
310,69339,382389,Wilmington,0
774,49890,329403,Wilmington,0
358,38395,353976,Wilmington,0
417,61065,310701,Wilmington,0
507,43764,462309,Wilmington,0
782,81832,236821,Newark,1
368,43082,155971,Wilmington,0
751,35313,362680,Wilmington,0
397,41736,272542,Wilmington,0
750,46970,373458,Wilmington,0
511,57837,359599,Wilmington,0
593,28206,346887,Wilmington,0
576,90243,226684,Wilmington,0
405,15448,146981,Wilmington,0
706,38100,319104,Wilmington,0
602,52758,279470,Newark,0
643,71464,506173,Wilmington,0
608,69489,371089,Wilmington,0
603,67197,296778,Wilmington,0
389,19748,306735,Newark,0
493,37192,371416,Wilmington,0
517,35155,302670,Newark,0
402,35365,266133,Wilmington,0
768,30283,269754,Wilmington,0
483,36815,263328,Wilmington,0
365,57514,262384,Wilmington,0
436,44766,301447,Newark,0
479,21808,118036,Wilmington,0
638,71606,224318,Wilmington,0
358,36951,488121,Wilmington,0
450,61058,220779,Wilmington,0
557,49937,322542,Wilmington,0
555,38537,341091,Wilmington,0
570,47087,152955,Wilmington,0
746,38418,293691,Wilmington,0
473,64298,60976,Newark,1
604,33009,478626,Wilmington,0
405,57587,401026,Newark,0
405,60385,187147,Newark,0
832,76402,351994,Wilmington,0
355,64337,196882,Wilmington,0
777,51811,288764,Wilmington,0
655,109177,472634,Wilmington,0
581,46481,117516,Wilmington,0
379,44225,374129,Newark,0
372,80613,196866,Wilmington,0
689,73133,253829,Wilmington,1
454,60238,316334,Wilmington,0
641,34915,222212,Wilmington,0
754,32813,414419,Wilmington,0
318,66975,216562,Wilmington,0
439,67209,299314,Newark,0
599,14779,278937,Wilmington,0
507,53236,249647,Wilmington,0
558,42557,308198,Newark,0
387,67161,415792,Newark,0
722,47763,10000,Wilmington,1
484,42414,356646,Wilmington,0
678,55756,291284,Wilmington,0
546,59087,303573,Wilmington,0
325,45343,170298,Wilmington,0
841,78159,297707,Wilmington,1
405,57374,251355,Wilmington,0
493,34641,306752,Wilmington,0
681,14852,292376,Wilmington,0
472,58446,330912,Wilmington,0
460,55028,331612,Wilmington,0
698,62653,481497,Wilmington,0
786,69532,149546,Wilmington,1
341,67127,399886,Wilmington,0
475,43769,276439,Newark,0
584,61618,211927,Wilmington,0
520,46068,275524,Wilmington,0
388,31598,389002,Wilmington,0
599,53404,272048,Wilmington,0
513,16628,372678,Wilmington,0
301,59277,189985,Wilmington,0
688,60713,356379,Wilmington,0
383,59873,288303,Wilmington,0
373,78383,346258,Wilmington,0
544,59594,220748,Wilmington,0
467,68162,192438,Wilmington,0
480,46839,301456,Wilmington,0
508,49615,343322,Wilmington,0
648,60802,244679,Wilmington,0
367,53581,387793,Wilmington,0
746,49303,280083,Newark,0
512,70288,100462,Wilmington,0
665,35178,377262,Newark,0
659,29996,329110,Newark,0
575,29936,107889,Wilmington,0
836,56732,297740,Wilmington,0
751,27326,198945,Wilmington,0
460,47706,359594,Wilmington,0
580,38118,136255,Wilmington,0
823,21849,447554,Wilmington,0
743,74619,259218,Newark,1
572,29369,405699,Wilmington,0
518,51152,395663,Wilmington,0
809,25199,476305,Wilmington,0
320,53526,398066,Wilmington,0
424,60811,311316,Newark,0
338,41373,405650,Wilmington,0
627,50392,291267,Wilmington,0
474,55299,302538,Wilmington,0
399,50525,294993,Wilmington,0
388,111937,439441,Wilmington,0
573,37508,315816,Newark,0
613,42812,258738,Wilmington,0
836,34188,488137,Wilmington,0
808,23957,412111,Newark,0
694,99991,250258,Wilmington,1
380,37809,390671,Wilmington,0
651,66938,302999,Newark,0
626,33335,255589,Newark,0
317,55972,353999,Wilmington,0
430,47620,238518,Wilmington,0
354,51566,230921,Wilmington,0
701,21356,351799,Wilmington,0
499,47069,378257,Wilmington,0
546,42741,245392,Wilmington,0
578,44074,291473,Wilmington,0
447,65672,311400,Wilmington,0
564,47003,158855,Newark,0
526,39327,211091,Wilmington,0
403,64758,342486,Wilmington,0
525,57681,187948,Wilmington,0
479,53882,250583,Newark,0
612,38195,360660,Wilmington,0
333,37998,286350,Newark,0
475,84949,343622,Newark,0
654,37094,270938,Wilmington,0
845,51102,411025,Wilmington,0
778,61055,179956,Wilmington,1
573,85874,369662,Wilmington,0
467,69604,282488,Wilmington,0
760,65866,277461,Wilmington,0
363,73017,376692,Newark,0
605,62521,243882,Wilmington,0
380,56063,307427,Newark,0
534,74583,332519,Wilmington,0
485,26118,244700,Newark,0
490,19310,366210,Wilmington,0
599,45355,242916,Wilmington,0
430,68884,220626,Wilmington,0
455,38029,343664,Newark,0
534,52018,333830,Newark,0
543,81613,363419,Wilmington,0
427,92588,269199,Wilmington,0
789,54676,250816,Wilmington,0
514,41658,221865,Wilmington,0
772,72484,270238,Newark,1
435,60501,318061,Wilmington,0
546,45688,374252,Wilmington,0
737,67123,259885,Newark,1
480,34363,223056,Wilmington,0
391,61703,268085,Wilmington,0
334,32573,329490,Wilmington,0
430,36775,191740,Wilmington,0
650,55551,276900,Wilmington,0
824,28076,420384,Wilmington,0
618,56849,314223,Wilmington,0
630,65102,327550,Newark,0
816,67400,329140,Newark,0
677,38173,297763,Wilmington,0
651,35711,297150,Wilmington,0
593,65209,276162,Newark,0
664,42703,242863,Newark,0
427,76473,301992,Wilmington,0
668,34107,386653,Newark,0
575,64536,268197,Wilmington,0
734,56957,510816,Wilmington,0
606,34123,216109,Newark,0
720,36430,284165,Wilmington,0
320,57906,412819,Wilmington,0
779,73123,254835,Wilmington,1
639,41197,256595,Wilmington,0
634,33674,369500,Wilmington,0
800,51245,250948,Wilmington,0
408,77265,332541,Wilmington,0
777,15970,382079,Wilmington,0
308,48708,336748,Newark,0
439,30075,326999,Wilmington,0
305,61860,373623,Wilmington,0
501,35736,190520,Wilmington,0
652,78241,304558,Wilmington,1
649,44506,367423,Newark,0
353,82967,321983,Wilmington,0
788,33410,443084,Newark,0
385,63755,207300,Wilmington,0
425,56056,114426,Wilmington,0
804,52770,157432,Newark,1
632,83559,434716,Newark,0
521,45466,117297,Wilmington,0
458,9937,284573,Newark,0
737,71854,377082,Newark,0
456,66980,259608,Newark,0
310,68301,202670,Wilmington,0
452,49519,265834,Wilmington,0
807,50759,169592,Newark,1
512,70733,325708,Wilmington,0
632,42668,381227,Newark,0
531,38980,210552,Wilmington,0
459,84170,175565,Wilmington,0
306,47561,249303,Wilmington,0
707,35944,316257,Wilmington,0
843,56721,273013,Wilmington,0
459,32229,327592,Newark,0
459,74956,137167,Wilmington,0
629,51071,332427,Wilmington,0
494,55316,381403,Wilmington,0
665,84777,357803,Newark,0
811,5735,310187,Wilmington,0
416,29444,375635,Wilmington,0
708,65851,187963,Wilmington,1
520,71932,346341,Wilmington,0
375,50063,240646,Wilmington,0
504,58097,484220,Wilmington,0
483,47018,327342,Wilmington,0
490,37998,437674,Newark,0
473,82229,575206,Wilmington,0
454,51669,307814,Wilmington,0
811,-3614,322603,Newark,0
806,34061,149331,Newark,0
302,45987,296625,Wilmington,0
518,39459,235648,Wilmington,0
720,40686,245233,Wilmington,0
808,63112,422134,Wilmington,0
442,43930,392517,Newark,0
461,41933,299861,Wilmington,0
509,57239,337267,Wilmington,0
472,32980,79730,Wilmington,0
392,10760,333023,Wilmington,0
503,77090,200825,Newark,0
388,63760,250363,Wilmington,0
662,63699,248944,Wilmington,1
646,60297,421727,Newark,0
572,15767,326883,Wilmington,0
701,39507,227396,Wilmington,0
427,62010,300248,Newark,0
543,19614,324848,Wilmington,0
641,12479,290140,Wilmington,0
415,19609,439072,Wilmington,0
332,69083,283461,Wilmington,0
372,80414,160735,Wilmington,0
634,26028,155555,Wilmington,0
709,55283,341741,Newark,0
729,3167,413923,Newark,0
450,47029,193052,Wilmington,0
701,59288,289963,Wilmington,0
840,65334,460593,Wilmington,0
658,73098,220741,Wilmington,1
745,52136,388020,Wilmington,0
568,51158,207430,Wilmington,0
388,46058,317010,Wilmington,0
839,46260,327618,Wilmington,0
532,69249,347591,Newark,0
757,49459,419202,Wilmington,0
842,-6822,306557,Newark,0
765,95260,316979,Newark,1
467,91432,247869,Wilmington,0
810,52047,153396,Wilmington,1
667,20920,112401,Newark,0
447,94833,204065,Wilmington,0
677,92581,176524,Wilmington,1
729,54474,359972,Wilmington,0
705,52404,283732,Wilmington,0
530,52415,342277,Newark,0
800,14317,304529,Wilmington,0
776,62240,206277,Wilmington,1
582,18087,215786,Wilmington,0
661,41667,199891,Wilmington,0
824,72838,446398,Wilmington,0
744,92989,428946,Wilmington,0
708,28078,368610,Wilmington,0
458,53288,297677,Newark,0
591,29717,317820,Wilmington,0
316,53382,443222,Newark,0
799,21841,184927,Wilmington,0
581,57303,255077,Wilmington,0
492,62175,430010,Wilmington,0
468,38755,56592,Newark,1
513,39266,124907,Newark,0
760,70200,268241,Newark,1
589,61475,377325,Wilmington,0
751,212,334722,Wilmington,0
359,33641,252606,Wilmington,0
746,49127,392887,Wilmington,0
368,68484,255546,Newark,0
605,9369,210259,Newark,0
431,75207,336693,Wilmington,0
434,75218,90615,Newark,1
308,65830,378652,Wilmington,0
605,45279,248158,Newark,0
518,66080,152427,Wilmington,0
514,89246,208663,Newark,0
558,31957,285504,Wilmington,0
644,37906,234021,Wilmington,0
753,71549,366989,Wilmington,0
340,48261,348950,Wilmington,0
617,62613,110400,Wilmington,0
845,30960,213784,Wilmington,0
654,44158,162444,Wilmington,1
395,76448,276037,Newark,0
607,69386,208539,Newark,1
417,78548,259983,Newark,0
848,36271,252611,Newark,0
837,80190,422340,Wilmington,0
802,73396,194914,Wilmington,1
707,56009,178676,Wilmington,1
786,64195,369007,Wilmington,0
849,84333,279858,Newark,1
376,52966,263157,Wilmington,0
359,63514,133482,Wilmington,0
601,48832,517720,Wilmington,0
850,42937,574824,Wilmington,0
824,72776,426590,Wilmington,0
569,28666,352653,Newark,0
351,10907,130283,Newark,0
364,22261,311367,Wilmington,0
441,54828,283364,Wilmington,0
799,25776,256519,Wilmington,0
674,59345,307682,Wilmington,0
375,52782,301847,Wilmington,0
667,58936,367711,Wilmington,0
607,35233,296557,Wilmington,0
717,41228,398845,Wilmington,0
643,34366,285897,Wilmington,0
475,42790,178371,Newark,0
474,69718,379607,Wilmington,0
674,66006,377474,Wilmington,0
466,32478,356434,Wilmington,0
410,7446,152866,Wilmington,0
368,41157,367079,Newark,0
622,84909,262641,Wilmington,0
680,70932,297175,Wilmington,0
484,49748,318827,Wilmington,0
423,38852,325739,Wilmington,0
755,40925,241606,Wilmington,0
563,35014,355613,Newark,0
377,20046,353639,Wilmington,0
302,33595,231791,Wilmington,0
362,38487,234281,Wilmington,0
419,75918,230701,Wilmington,0
504,62690,210155,Wilmington,0
836,58412,409382,Newark,0
399,65417,340572,Wilmington,0
317,55863,226211,Wilmington,0
608,54081,300972,Newark,0
745,90057,300352,Wilmington,1
687,56696,279467,Newark,0
431,43875,413521,Wilmington,0
345,47406,299160,Wilmington,0
679,48603,400525,Newark,0
735,30676,286679,Wilmington,0
519,37193,315084,Newark,0
535,18760,343797,Wilmington,0
457,52287,90596,Newark,1
520,80818,199081,Newark,0
842,44476,183261,Wilmington,0
714,70366,182919,Wilmington,1
846,67678,403617,Wilmington,0
618,43812,408470,Wilmington,0
644,30062,170256,Wilmington,0
428,56299,386485,Wilmington,0
393,44210,201657,Wilmington,0
354,29061,321289,Wilmington,0
831,51758,251496,Wilmington,0
312,34272,271236,Newark,0
485,61791,409601,Wilmington,0
817,32705,246905,Newark,0
488,38822,197393,Wilmington,0
696,50651,258622,Wilmington,0
701,49865,240778,Wilmington,0
626,57292,260948,Newark,0
322,76841,293586,Newark,0
684,36350,303086,Newark,0
617,40687,387542,Wilmington,0
364,55267,308558,Newark,0
700,53171,212205,Wilmington,1
326,27251,428963,Wilmington,0
700,44611,209212,Wilmington,0
358,10205,282169,Wilmington,0
690,43639,226988,Newark,0
314,-1345,513352,Wilmington,0
686,37168,194814,Newark,0
325,65661,423575,Newark,0
728,63334,162389,Wilmington,1
336,34771,332988,Newark,0
430,55483,245662,Wilmington,0
442,74094,270360,Wilmington,0
618,52454,292295,Wilmington,0
770,58209,461479,Wilmington,0
615,62794,287742,Wilmington,0
459,49527,254208,Wilmington,0
721,67639,272293,Newark,0
454,27255,463072,Wilmington,0
606,41659,385600,Newark,0
822,75431,356774,Wilmington,0
607,18776,283247,Wilmington,0
480,43458,173994,Wilmington,0
445,77186,416045,Newark,0
750,61572,358705,Wilmington,0
738,68617,256731,Wilmington,1
378,32827,224119,Newark,0
815,57907,292226,Wilmington,0
312,18726,343572,Wilmington,0
645,44785,353667,Wilmington,0
496,40894,260833,Newark,0
525,63326,189984,Newark,0
588,31963,214527,Newark,0
789,70544,113914,Wilmington,1
618,66471,199212,Wilmington,0
746,38777,416392,Wilmington,0
309,21065,206597,Wilmington,0
446,55852,296937,Newark,0
456,54096,484679,Wilmington,0
485,56934,246056,Wilmington,0
358,47854,219439,Wilmington,0
597,39444,142919,Wilmington,0
334,-1409,228734,Wilmington,0
660,1000,458756,Wilmington,0
830,49434,251503,Wilmington,0
791,23234,407137,Wilmington,0
814,16324,234792,Newark,0
523,61503,235469,Wilmington,0
827,75600,364427,Newark,0
542,79845,381371,Newark,0
317,6910,212243,Wilmington,0
602,55883,330500,Wilmington,0
477,50939,408220,Wilmington,0
492,57497,532150,Wilmington,0
615,48236,285173,Newark,0
642,13422,387479,Wilmington,0
321,87705,127040,Wilmington,0
501,45070,228967,Newark,0
433,79437,112845,Newark,1
563,60664,266498,Wilmington,0
663,64494,266517,Newark,0
466,63611,322085,Newark,0
331,75327,238720,Wilmington,0
781,59509,312446,Newark,0
772,63601,296818,Newark,0
773,64305,202450,Newark,1
821,26286,457173,Wilmington,0
543,23580,334333,Wilmington,0
489,36152,360774,Wilmington,0
623,32653,546608,Wilmington,0
390,71966,80316,Wilmington,1
540,82256,234689,Wilmington,0
705,79363,213460,Wilmington,1
713,13218,215409,Wilmington,0
784,60540,297915,Wilmington,0
737,69310,421671,Wilmington,0
625,80015,70989,Wilmington,1
813,47337,334405,Wilmington,0
370,66462,160714,Wilmington,0
825,58117,252351,Wilmington,0
825,35575,258630,Wilmington,0
773,14682,404904,Wilmington,0
315,47991,188239,Newark,0
628,22257,190235,Wilmington,0
323,53469,325821,Wilmington,0
681,45483,239376,Newark,0
797,33237,492251,Wilmington,0
345,91019,337291,Wilmington,0
836,60541,306435,Newark,0
555,37787,192603,Wilmington,0
578,45333,362522,Wilmington,0
626,100011,183391,Wilmington,0
576,67528,307018,Wilmington,0
768,69208,322044,Wilmington,0
579,17523,115290,Wilmington,0
427,76052,475509,Wilmington,0
503,36835,161792,Wilmington,0
775,23338,341168,Wilmington,0
673,58141,353577,Newark,0
451,57527,316102,Wilmington,0
308,65030,205510,Newark,0
496,16792,462227,Wilmington,0
331,48799,167957,Wilmington,0
438,41553,290298,Wilmington,0
824,48303,243168,Wilmington,0
504,125653,398865,Wilmington,0
773,39137,92742,Wilmington,1
786,21895,397428,Wilmington,0
699,53986,382018,Wilmington,0
731,53538,265854,Wilmington,0
532,55431,437935,Wilmington,0
731,49608,373313,Wilmington,0
627,45007,339133,Wilmington,0
401,71809,235915,Newark,0
400,55400,242432,Wilmington,0
424,60270,268620,Wilmington,0
366,38492,318364,Wilmington,0
320,68623,438601,Newark,0
510,66571,436049,Wilmington,0
596,39836,228186,Wilmington,0
373,22436,83045,Wilmington,0
755,53601,397544,Wilmington,0
316,40485,426430,Newark,0
731,72687,281166,Wilmington,1
543,85160,278014,Wilmington,0
570,46364,295726,Wilmington,0
560,49146,14667,Newark,1
427,97228,474458,Wilmington,0
483,34537,466355,Newark,0
595,36847,353208,Wilmington,0
657,19231,309881,Wilmington,0
552,29099,375199,Wilmington,0
571,81421,254346,Wilmington,0
600,45470,279843,Newark,0
597,95542,491400,Wilmington,0
360,73053,335194,Newark,0
688,35805,294803,Wilmington,0
627,41214,204227,Wilmington,0
410,33306,179356,Wilmington,0
369,57723,336806,Wilmington,0
760,28168,290072,Wilmington,0
483,59126,239017,Wilmington,0
601,61380,282307,Newark,0
775,38501,237576,Wilmington,0
381,47079,175963,Newark,0
570,53663,326776,Wilmington,0
372,58739,303318,Wilmington,0
803,45620,227176,Wilmington,0
518,31727,411823,Newark,0
782,54735,330782,Wilmington,0
449,20389,249286,Wilmington,0
691,29546,258275,Wilmington,0
480,43156,268761,Wilmington,0
719,39672,342172,Wilmington,0
705,68335,346248,Wilmington,0
678,50788,222889,Wilmington,0
670,63516,336543,Wilmington,0
713,62200,350860,Wilmington,0
520,52404,146265,Wilmington,0
528,37804,456061,Wilmington,0
448,45048,332919,Wilmington,0
595,36650,320646,Wilmington,0
509,52984,177752,Newark,0
695,92455,162425,Wilmington,1
822,23726,279497,Wilmington,0
838,82578,356410,Wilmington,0
352,24609,212690,Wilmington,0
426,116614,312309,Wilmington,0
738,47752,280644,Wilmington,0
